Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Year,Month,Month_Name,Quarter,Year_Month,Total_Cost,Profit,Profit_Margin
1100,2023-08-14,Bob,West,2198.74,43,Food,1100.81,1137.44,Returning,0.08,Bank Transfer,Online,West-Bob,2023,8,August,3,2023-08,47334.829999999994,-45136.09,-2052.8161583452343
1024,2023-11-11,Eve,West,6607.8,21,Food,622.01,641.09,Returning,0.0,Bank Transfer,Retail,West-Eve,2023,11,November,4,2023-11,13062.21,-6454.409999999999,-97.67865250158901
1003,2023-12-31,Alice,South,4775.59,30,Furniture,4190.28,4270.65,New,0.2,Cash,Online,South-Alice,2023,12,December,4,2023-12,125708.4,-120932.81,-2532.3114002667735
1022,2023-08-17,Charlie,South,8813.55,21,Food,2537.2,2869.6,New,0.29,Bank Transfer,Retail,South-Charlie,2023,8,August,3,2023-08,53281.2,-44467.649999999994,-504.5373317221777
1053,2023-10-16,Bob,North,2235.83,48,Furniture,121.19,487.65,New,0.18,Cash,Retail,North-Bob,2023,10,October,4,2023-10,5817.12,-3581.29,-160.1772048858813
1002,2023-05-30,David,North,6810.35,17,Furniture,4024.76,4420.150000000001,Returning,0.04,Cash,Online,North-David,2023,5,May,2,2023-05,68420.92,-61610.57,-904.6608470930275
1088,2023-10-04,Bob,East,6116.75,40,Electronics,4904.93,5034.35,New,0.1,Credit Card,Retail,East-Bob,2023,10,October,4,2023-10,196197.2,-190080.45,-3107.5399517717747
1030,2023-07-17,David,West,3023.48,19,Clothing,3049.33,3209.22,Returning,0.26,Cash,Online,West-David,2023,7,July,3,2023-07,57937.27,-54913.78999999999,-1816.244526175136
1038,2023-03-11,Bob,South,1452.35,15,Clothing,2543.36,2790.1000000000004,Returning,0.07,Cash,Online,South-Bob,2023,3,March,1,2023-03,38150.4,-36698.05,-2526.8048335456333
1002,2023-04-22,Eve,North,6551.23,9,Electronics,4398.16,4439.12,New,0.18,Bank Transfer,Online,North-Eve,2023,4,April,2,2023-04,39583.44,-33032.21000000001,-504.2138651825689
1064,2023-01-04,Eve,East,7412.11,10,Electronics,4764.96,5074.42,New,0.12,Cash,Online,East-Eve,2023,1,January,1,2023-01,47649.6,-40237.49,-542.8614793898093
1060,2023-12-16,Eve,East,3224.71,44,Clothing,3784.96,4276.99,New,0.06,Bank Transfer,Retail,East-Eve,2023,12,December,4,2023-12,166538.24,-163313.53,-5064.440833439286
1021,2023-11-27,Alice,South,6483.84,31,Furniture,2254.99,2441.79,Returning,0.24,Bank Transfer,Online,South-Alice,2023,11,November,4,2023-11,69904.68999999999,-63420.84999999999,-978.1371841377947
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,2023,11,November,4,2023-11,68574.5,-64562.7,-1609.320005982352
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,2023,12,December,4,2023-12,105588.90000000001,-98428.15000000001,-1374.5508501204483
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,2023,4,April,2,2023-04,33384.45,-31312.219999999998,-1511.0397977058528
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,2023,6,June,2,2023-06,20372.850000000002,-11459.720000000003,-128.57122021108188
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,2023,11,November,4,2023-11,195408.13999999998,-192462.78,-6534.439932639813
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,2023,5,May,2,2023-05,3290.89,450.19000000000005,12.033690805863548
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,2023,9,September,3,2023-09,91760.24,-91085.13,-13491.894654204501
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,2023,8,August,3,2023-08,116677.4,-115473.43,-9591.055424969061
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,2023,1,January,1,2023-01,6987.200000000001,-1780.170000000001,-34.187819159866585
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,2023,2,February,1,2023-02,69271.94,-66522.77,-2419.7401397512704
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,2023,8,August,3,2023-08,63615.84,-55244.59,-659.9323876362549
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,2023,2,February,1,2023-02,10273.68,-10028.220000000001,-4085.480322659497
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,2023,8,August,3,2023-08,31056.32,-27203.29,-706.023311523658
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,2023,1,January,1,2023-01,71348.25,-67908.53,-1974.2458688497902
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,2023,11,November,4,2023-11,13067.880000000001,-12776.54,-4385.439692455551
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,2023,8,August,3,2023-08,44271.15,-42939.9,-3225.532394366197
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,2023,3,March,1,2023-03,218232.00000000003,-214036.94000000003,-5102.118682450311
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,2023,1,January,1,2023-01,51615.34,-46635.979999999996,-936.585826290929
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,2023,12,December,4,2023-12,28104.0,-24001.53,-585.0507133507374
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,2023,5,May,2,2023-05,34175.92,-28819.64,-538.0532757809525
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,2023,4,April,2,2023-04,16829.640000000003,-10837.840000000004,-180.87786641743722
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,2023,4,April,2,2023-04,42533.76,-42335.51,-21354.607818411096
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.9100000000003,Returning,0.2,Credit Card,Online,West-Eve,2023,3,March,1,2023-03,2543.26,2151.2799999999997,45.82515006795128
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,2023,7,July,3,2023-07,178634.9,-168996.26,-1753.3205929467229
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.4700000000003,Returning,0.17,Credit Card,Retail,West-David,2023,12,December,4,2023-12,102612.0,-97373.58,-1858.8349158715796
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,2023,7,July,3,2023-07,131047.98,-124240.31,-1825.0048841967957
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,2023,1,January,1,2023-01,26563.02,-23375.57,-733.3627194152066
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,2023,6,June,2,2023-06,94258.70999999999,-86496.2,-1114.2813342591505
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,2023,10,October,4,2023-10,165612.35,-157860.43,-2036.4042714579095
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,2023,5,May,2,2023-05,98003.40000000001,-92742.57,-1762.8885556081457
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,2023,11,November,4,2023-11,54139.05,-44376.51,-454.5590594251086
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,2023,4,April,2,2023-04,75203.7,-73860.75,-5499.8883055958895
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,2023,11,November,4,2023-11,85727.68,-85459.9,-31914.22062887445
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,2023,10,October,4,2023-10,108497.70000000001,-100773.13,-1304.5791545678271
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,2023,7,July,3,2023-07,86906.61,-78815.77,-974.1358128451434
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,2023,8,August,3,2023-08,73457.58,-72167.53,-5594.165342428588
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,2023,1,January,1,2023-01,184966.4,-182237.13,-6677.1382091181895
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,2023,4,April,2,2023-04,94543.8,-94270.03,-34434.024911422
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,2023,5,May,2,2023-05,16987.38,-13983.62,-465.53719338429164
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,2023,2,February,1,2023-02,74216.12,-66462.01999999999,-857.1210069511611
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,2023,1,January,1,2023-01,176138.74,-170910.93,-3269.264376478869
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,2023,3,March,1,2023-03,115250.56,-111704.41,-3150.0193167237708
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,2023,5,May,2,2023-05,185975.55,-182195.33,-4819.701763389433
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,2023,11,November,4,2023-11,27676.88,-27563.48,-24306.41975308642
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,2023,2,February,1,2023-02,114065.28,-110997.25,-3617.8671655753037
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,2023,10,October,4,2023-10,61107.899999999994,-54607.95999999999,-840.1302165866146
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,2023,5,May,2,2023-05,75554.15000000001,-65809.63,-675.3501455176859
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,2023,12,December,4,2023-12,53243.63,-44757.729999999996,-527.4364534109523
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,2023,11,November,4,2023-11,79342.56,-79008.97,-23684.45397044276
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,2023,9,September,3,2023-09,139344.24000000002,-130348.49000000002,-1449.0008059361367
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,2023,6,June,2,2023-06,98030.94,-90177.28,-1148.2198108907185
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,2023,6,June,2,2023-06,5906.46,1919.2600000000002,24.525027729077966
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,2023,1,January,1,2023-01,106164.40000000001,-101530.24,-2190.9092478464277
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,2023,9,September,3,2023-09,72363.21,-68322.96,-1691.0577315760165
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,2023,5,May,2,2023-05,139529.91,-136431.04,-4402.606111259912
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,2023,6,June,2,2023-06,28171.92,-27421.539999999997,-3654.3537940776673
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,2023,1,January,1,2023-01,40510.66,-38151.130000000005,-1616.8953138972593
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,2023,6,June,2,2023-06,14333.699999999999,-11792.32,-464.0124656682589
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,2023,5,May,2,2023-05,36521.99,-31629.629999999997,-646.510681961262
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,2023,3,March,1,2023-03,99202.8,-91703.1,-1222.7569102764112
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,2023,11,November,4,2023-11,58656.64,-53865.92,-1124.3804689065526
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,2023,11,November,4,2023-11,2073.52,-1400.8600000000001,-208.2567716231083
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,2023,4,April,2,2023-04,79465.98,-69883.86,-729.3152246058283
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,2023,11,November,4,2023-11,15087.49,-5654.52,-59.94421693273699
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,2023,9,September,3,2023-09,11600.56,-3727.1799999999994,-47.339008151518144
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,2023,9,September,3,2023-09,94062.98000000001,-84148.83000000002,-848.7750336640056
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,2023,2,February,1,2023-02,94644.42,-89154.04,-1623.8227590804279
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,2023,4,April,2,2023-04,89863.55,-80232.14,-833.0259017111722
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,2023,4,April,2,2023-04,20683.0,-19834.51,-2337.6244858513355
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,2023,11,November,4,2023-11,37823.04,-34102.8,-916.6827946584092
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,2023,3,March,1,2023-03,35752.34,-33421.07,-1433.5992827943567
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,2023,11,November,4,2023-11,34397.76,-32359.010000000002,-1587.1985285101166
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,2023,8,August,3,2023-08,46625.39,-45131.44,-3020.947153519194
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,2023,11,November,4,2023-11,49053.22,-42791.32,-683.3600025551351
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,2023,5,May,2,2023-05,153078.12,-145243.03,-1853.7506269870544
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,2023,3,March,1,2023-03,92758.54,-86933.39,-1492.3802820528226
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,2023,2,February,1,2023-02,24044.12,-22489.19,-1446.3152682114305
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,2023,1,January,1,2023-01,142485.35,-134355.22,-1652.55930716975
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,2023,10,October,4,2023-10,80364.3,-73968.35,-1156.487308374831
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,2023,11,November,4,2023-11,24074.4,-20131.56,-510.5852634141888
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,2023,3,March,1,2023-03,80458.84000000001,-73684.95000000001,-1087.7789571427938
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2023,11,November,4,2023-11,2928.74,-255.67999999999984,-9.565067750069204
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,2023,12,December,4,2023-12,150685.08,-147167.68,-4183.990447489623
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,2023,11,November,4,2023-11,22303.62,-13120.509999999998,-142.87654182515507
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,2023,9,September,3,2023-09,107840.16,-104864.17,-3523.6734666447132
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,2023,12,December,4,2023-12,57908.8,-53155.920000000006,-1118.3939001195065
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,2023,8,August,3,2023-08,14873.76,-5961.360000000001,-66.88838023428035
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,2023,9,September,3,2023-09,52670.88,-45564.439999999995,-641.1711067707599
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,2023,11,November,4,2023-11,29263.28,-28547.469999999998,-3988.1351196546566
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,2023,10,October,4,2023-10,37013.76,-35455.46,-2275.2653532695886
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,2023,10,October,4,2023-10,48270.4,-48092.770000000004,-27074.688960198164
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,2023,8,August,3,2023-08,4185.04,2161.09,34.0536673531743
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,2023,6,June,2,2023-06,169353.46,-164821.49,-3636.8618944962122
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,2023,1,January,1,2023-01,27226.76,-25797.44,-1804.8750454761705
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,2023,12,December,4,2023-12,1862.7299999999998,7720.82,80.56325683071513
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,2023,3,March,1,2023-03,22814.46,-17470.829999999998,-326.94685073629716
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,2023,3,March,1,2023-03,138014.56,-135519.82,-5432.222195499331
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,2023,5,May,2,2023-05,46654.08,-41598.100000000006,-822.7504855636298
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,2023,3,March,1,2023-03,3837.96,2990.2799999999997,43.7928368071421
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,2023,8,August,3,2023-08,49740.12,-48885.350000000006,-5719.123272927221
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,2023,2,February,1,2023-02,60504.72,-57685.15,-2045.8846561709763
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,2023,3,March,1,2023-03,15708.98,-7620.0199999999995,-94.20271580030065
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,2023,10,October,4,2023-10,196627.5,-191976.82,-4127.930109145329
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,2023,11,November,4,2023-11,12029.75,-6518.64,-118.2817980406851
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,2023,10,October,4,2023-10,83726.70000000001,-79341.82,-1809.4410793453872
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,2023,4,April,2,2023-04,10417.53,-9882.92,-1848.622360225211
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,2023,1,January,1,2023-01,32296.08,-30555.160000000003,-1755.1156859591483
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,2023,10,October,4,2023-10,131879.58,-127368.71999999999,-2823.60170787832
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,2023,6,June,2,2023-06,37399.14,-35228.2,-1622.7164269855455
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,2023,5,May,2,2023-05,25796.42,-25201.629999999997,-4237.063501403857
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,2023,12,December,4,2023-12,91804.79999999999,-83352.66999999998,-986.1735444201638
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,2023,1,January,1,2023-01,111604.40000000001,-101790.59000000001,-1037.21785932273
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,2023,3,March,1,2023-03,15312.0,-7359.89,-92.55266841127701
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,2023,5,May,2,2023-05,41472.25,-32919.78,-384.91546886455023
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,2023,6,June,2,2023-06,4786.049999999999,-2290.479999999999,-91.78183741590094
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,2023,5,May,2,2023-05,87343.20000000001,-77732.99000000002,-808.8583912318256
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,2023,8,August,3,2023-08,19958.45,-17908.89,-873.7919358301294
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,2023,11,November,4,2023-11,12519.119999999999,-2999.959999999999,-31.514965606208946
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,2023,4,April,2,2023-04,133097.85,-123149.14000000001,-1237.8402828105354
